VisitID,VisitDate,RepID,DoctorID,TerritoryID,VisitType,ProductsDetailed,SamplesGiven,CallOutcome,NextVisitScheduled,VisitDuration_Mins,JointVisitFlag,ManagerID
VIS001485,2022-03-08,REP004,DOC0166,TER034,Unplanned,DRG006,2,Not Interested,2022-03-16,18,No,
VIS001851,2022-03-08,REP003,DOC0138,TER012,Planned,"DRG009,DRG015,DRG008",3,Prescription Committed,2022-03-23,17,No,
VIS002104,2022-03-08,REP008,DOC0109,TER029,CME,"DRG012,DRG010",0,Will Consider,2022-03-27,42,No,
VIS000897,2022-03-09,REP005,DOC0168,TER039,Planned,"DRG011,DRG003,DRG005",0,Not Interested,2022-03-23,21,No,
VIS001880,2022-03-09,REP018,DOC0097,TER002,Follow-up,"DRG002,DRG007,DRG004",3,Sample Accepted,2022-04-07,20,No,
VIS000083,2022-03-10,REP004,DOC0215,TER004,Planned,"DRG002,DRG012,DRG014",1,Prescription Committed,2022-03-18,13,Yes,REP012
VIS001385,2022-03-10,REP003,DOC0239,TER031,Planned,"DRG004,DRG007",1,Not Interested,2022-04-09,10,No,
VIS002605,2022-03-10,REP011,DOC0171,TER007,Planned,"DRG005,DRG010,DRG006,DRG008",2,Will Consider,2022-03-30,23,No,
VIS002162,2022-03-11,REP017,DOC0231,TER025,Follow-up,"DRG005,DRG014",1,Will Consider,2022-03-30,11,No,
VIS001495,2022-03-12,REP009,DOC0167,TER015,Planned,"DRG011,DRG007,DRG001",3,Prescription Committed,2022-04-06,24,No,
VIS002747,2022-03-12,REP005,DOC0220,TER010,Planned,"DRG001,DRG013",0,Prescription Committed,2022-03-26,26,No,
VIS000443,2022-03-13,REP006,DOC0231,TER008,Planned,"DRG010,DRG012",1,Prescription Committed,2022-04-08,40,Yes,REP017
VIS001294,2022-03-13,REP001,DOC0004,TER020,Planned,DRG014,3,Prescription Committed,2022-04-08,38,No,
VIS000289,2022-03-14,REP010,DOC0057,TER025,Unplanned,"DRG015,DRG004,DRG002,DRG014",3,Will Consider,2022-04-03,39,No,
VIS001332,2022-03-14,REP010,DOC0198,TER011,Unplanned,"DRG006,DRG009",3,Will Consider,2022-04-04,11,No,
VIS001657,2022-03-14,REP005,DOC0191,TER013,Follow-up,DRG006,2,Not Interested,2022-03-28,29,Yes,REP017
VIS000533,2022-03-15,REP020,DOC0295,TER011,Planned,"DRG001,DRG002",1,Will Consider,2022-04-09,13,No,
VIS001326,2022-03-15,REP003,DOC0281,TER027,Planned,"DRG010,DRG015,DRG003,DRG004",0,Will Consider,2022-04-03,43,No,
VIS000860,2022-03-16,REP014,DOC0110,TER037,Unplanned,"DRG009,DRG015,DRG012",0,Prescription Committed,2022-04-13,39,No,
VIS001792,2022-03-16,REP013,DOC0146,TER039,Follow-up,"DRG008,DRG006,DRG001,DRG014",2,Prescription Committed,2022-04-12,38,No,
VIS002387,2022-03-16,REP003,DOC0219,TER014,CME,"DRG009,DRG003",1,Prescription Committed,2022-04-13,21,No,
VIS002715,2022-03-16,REP017,DOC0258,TER008,Unplanned,DRG009,1,Not Interested,2022-04-04,23,No,
VIS001307,2022-03-17,REP012,DOC0138,TER026,Planned,"DRG013,DRG015,DRG002",1,Sample Accepted,2022-03-29,14,No,
VIS002154,2022-03-17,REP007,DOC0077,TER034,Planned,"DRG003,DRG009,DRG001,DRG002",2,Not Interested,2022-03-27,40,No,
VIS002966,2022-03-17,REP007,DOC0088,TER030,CME,"DRG010,DRG005",2,Will Consider,2022-03-30,43,No,
VIS000592,2022-03-18,REP006,DOC0274,TER022,Follow-up,DRG002,3,Sample Accepted,2022-03-28,42,No,
VIS001843,2022-03-18,REP007,DOC0135,TER017,Follow-up,"DRG015,DRG002,DRG006",2,Prescription Committed,2022-03-27,29,No,
VIS000506,2022-03-19,REP005,DOC0022,TER019,Follow-up,DRG004,2,Will Consider,2022-04-05,43,No,
VIS000678,2022-03-19,REP007,DOC0234,TER033,Planned,DRG014,2,Prescription Committed,2022-04-08,15,Yes,REP012
VIS000688,2022-03-21,REP001,DOC0050,TER014,CME,"DRG010,DRG014",0,Meeting Rescheduled,2022-04-07,15,No,
VIS001529,2022-03-21,REP020,DOC0010,TER039,CME,"DRG006,DRG007,DRG009",2,Prescription Committed,2022-04-11,24,No,
VIS002073,2022-03-21,REP007,DOC0019,TER031,Planned,"DRG002,DRG013,DRG007,DRG003",3,Not Interested,2022-04-16,44,No,
VIS001071,2022-03-22,REP003,DOC0203,TER015,CME,DRG007,3,Sample Accepted,2022-04-01,30,Yes,REP012
VIS002787,2022-03-22,REP004,DOC0228,TER006,Planned,"DRG010,DRG014,DRG006",0,Sample Accepted,2022-04-11,12,No,
VIS002143,2022-03-23,REP001,DOC0018,TER005,Unplanned,"DRG013,DRG005,DRG011,DRG003",3,Prescription Committed,2022-04-14,35,No,
VIS000589,2022-03-24,REP007,DOC0262,TER019,CME,DRG012,3,Prescription Committed,2022-04-04,30,No,
VIS000362,2022-03-25,REP011,DOC0090,TER016,Planned,DRG004,1,Not Interested,2022-04-07,23,No,
VIS001247,2022-03-25,REP020,DOC0021,TER032,Planned,"DRG003,DRG006,DRG010",0,Will Consider,2022-04-24,32,No,
VIS001456,2022-03-25,REP004,DOC0210,TER002,Planned,"DRG014,DRG015,DRG011",3,Meeting Rescheduled,2022-04-17,29,No,
VIS001740,2022-03-25,REP017,DOC0248,TER027,Camp,"DRG007,DRG011,DRG012,DRG013",1,Not Interested,2022-04-03,32,No,
VIS000090,2022-03-27,REP002,DOC0288,TER017,Planned,DRG005,3,Will Consider,2022-04-12,15,No,
VIS000353,2022-03-27,REP010,DOC0215,TER033,Planned,"DRG006,DRG008,DRG014",3,Meeting Rescheduled,2022-04-25,19,No,
VIS000705,2022-03-27,REP001,DOC0274,TER030,CME,"DRG008,DRG010,DRG015,DRG013",0,Prescription Committed,2022-04-16,34,No,
VIS001920,2022-03-29,REP004,DOC0161,TER038,Planned,"DRG003,DRG014,DRG007",3,Will Consider,2022-04-07,11,No,
VIS002340,2022-03-29,REP010,DOC0078,TER025,Planned,"DRG008,DRG012",2,Sample Accepted,2022-04-15,13,No,
VIS000250,2022-03-30,REP008,DOC0197,TER034,Planned,"DRG012,DRG004,DRG002,DRG013",1,Prescription Committed,2022-04-09,41,Yes,REP017
VIS001877,2022-03-30,REP003,DOC0203,TER007,Planned,"DRG003,DRG013,DRG001,DRG006",1,Sample Accepted,2022-04-11,38,No,
VIS000179,2022-03-31,REP009,DOC0196,TER037,Planned,"DRG013,DRG015",2,Will Consider,2022-04-17,32,No,
VIS000658,2022-03-31,REP007,DOC0204,TER033,Planned,"DRG001,DRG011,DRG013,DRG004",2,Sample Accepted,2022-04-29,29,No,
VIS001791,2022-03-31,REP002,DOC0230,TER019,CME,"DRG007,DRG006,DRG002,DRG004",0,Not Interested,2022-04-16,38,Yes,REP017
VIS001887,2022-03-31,REP012,DOC0258,TER011,Unplanned,"DRG006,DRG013,DRG007",1,Prescription Committed,2022-04-19,19,No,
VIS002563,2022-03-31,REP007,DOC0128,TER008,Follow-up,"DRG014,DRG008,DRG012,DRG010",3,Sample Accepted,2022-04-24,43,No,
VIS002776,2022-03-31,REP013,DOC0150,TER017,Planned,"DRG006,DRG012,DRG014",0,Prescription Committed,2022-04-28,21,No,
VIS000273,2022-04-01,REP016,DOC0171,TER037,Unplanned,"DRG005,DRG015,DRG007,DRG001",3,Prescription Committed,2022-04-16,32,No,
VIS001086,2022-04-01,REP015,DOC0066,TER010,Planned,DRG005,3,Sample Accepted,2022-04-18,42,No,
VIS001124,2022-04-01,REP002,DOC0010,TER022,Planned,"DRG001,DRG015,DRG007,DRG008",1,Not Interested,2022-04-17,27,No,
VIS001656,2022-04-02,REP010,DOC0225,TER026,Unplanned,"DRG005,DRG014,DRG008",0,Sample Accepted,2022-04-15,16,No,
VIS002102,2022-04-02,REP006,DOC0272,TER009,Planned,"DRG005,DRG015,DRG009,DRG014",3,Not Interested,2022-04-28,15,Yes,REP017
VIS002613,2022-04-02,REP001,DOC0298,TER013,Follow-up,"DRG007,DRG005",2,Not Interested,2022-05-01,19,No,
VIS001391,2022-04-03,REP007,DOC0036,TER005,Planned,DRG008,2,Meeting Rescheduled,2022-04-10,24,Yes,REP012
VIS001575,2022-04-03,REP003,DOC0201,TER011,Planned,DRG006,1,Sample Accepted,2022-04-23,42,No,
VIS002575,2022-04-03,REP015,DOC0241,TER034,CME,"DRG013,DRG011,DRG012,DRG003",1,Not Interested,2022-04-14,27,No,
VIS001621,2022-04-04,REP012,DOC0247,TER004,Planned,"DRG003,DRG001",1,Not Interested,2022-04-27,13,No,
VIS002188,2022-04-04,REP013,DOC0024,TER024,Planned,"DRG015,DRG006,DRG009,DRG005",2,Will Consider,2022-04-11,16,No,
VIS000033,2022-04-05,REP016,DOC0035,TER022,Planned,"DRG008,DRG009",2,Will Consider,2022-04-28,40,No,
VIS000189,2022-04-05,REP014,DOC0201,TER003,Unplanned,DRG014,0,Prescription Committed,2022-05-03,15,Yes,REP017
VIS000209,2022-04-05,REP009,DOC0176,TER024,Unplanned,"DRG012,DRG004,DRG015",2,Will Consider,2022-04-20,19,No,
VIS001099,2022-04-05,REP001,DOC0234,TER020,Planned,"DRG006,DRG015",1,Prescription Committed,2022-05-05,20,No,
VIS002733,2022-04-05,REP014,DOC0191,TER027,Unplanned,DRG004,1,Sample Accepted,2022-04-29,26,No,
VIS001301,2022-04-07,REP008,DOC0008,TER022,Planned,"DRG015,DRG013,DRG010",2,Not Interested,2022-05-01,14,No,
VIS000338,2022-04-08,REP014,DOC0122,TER034,Planned,DRG011,2,Not Interested,2022-04-29,11,No,
VIS000704,2022-04-08,REP014,DOC0118,TER007,CME,"DRG015,DRG002",3,Meeting Rescheduled,2022-05-02,10,No,
VIS001676,2022-04-08,REP010,DOC0177,TER020,Unplanned,"DRG015,DRG008",1,Will Consider,2022-04-26,37,No,
VIS001188,2022-04-09,REP004,DOC0047,TER026,Follow-up,DRG004,0,Not Interested,2022-05-04,20,No,
VIS001232,2022-04-09,REP009,DOC0142,TER014,Planned,"DRG008,DRG015",2,Prescription Committed,2022-04-18,35,No,
VIS000220,2022-04-10,REP015,DOC0042,TER031,CME,"DRG006,DRG014,DRG011",3,Prescription Committed,2022-04-18,19,No,
VIS000383,2022-04-10,REP009,DOC0083,TER031,CME,"DRG002,DRG014,DRG012",0,Prescription Committed,2022-05-09,30,No,
VIS001281,2022-04-10,REP016,DOC0119,TER017,Planned,DRG009,2,Not Interested,2022-04-20,17,No,
VIS001858,2022-04-10,REP011,DOC0039,TER004,CME,DRG004,1,Will Consider,2022-04-25,34,No,
VIS002996,2022-04-10,REP010,DOC0051,TER030,Follow-up,"DRG010,DRG013",2,Prescription Committed,2022-05-01,32,No,
VIS000736,2022-04-11,REP001,DOC0233,TER024,Follow-up,"DRG014,DRG007,DRG001",3,Prescription Committed,2022-04-21,12,No,
VIS001058,2022-04-12,REP020,DOC0057,TER039,Planned,"DRG011,DRG013,DRG015",3,Not Interested,2022-05-02,21,No,
VIS000280,2022-04-13,REP007,DOC0201,TER028,Follow-up,DRG010,1,Prescription Committed,2022-05-07,24,No,
VIS002224,2022-04-13,REP003,DOC0092,TER002,Unplanned,"DRG005,DRG012,DRG001,DRG013",3,Will Consider,2022-05-03,39,No,
VIS002584,2022-04-14,REP015,DOC0274,TER039,Planned,"DRG003,DRG004,DRG010",2,Prescription Committed,2022-05-03,31,No,
VIS001341,2022-04-15,REP012,DOC0027,TER011,Planned,DRG002,0,Will Consider,2022-04-26,16,No,
VIS000392,2022-04-16,REP020,DOC0280,TER033,Follow-up,"DRG013,DRG014,DRG004,DRG005",2,Meeting Rescheduled,2022-05-09,24,Yes,REP012
VIS001658,2022-04-16,REP015,DOC0246,TER023,Planned,DRG010,1,Prescription Committed,2022-05-07,39,No,
VIS002559,2022-04-16,REP011,DOC0287,TER034,Planned,"DRG014,DRG009,DRG011,DRG007",1,Prescription Committed,2022-05-02,22,Yes,REP017
VIS000439,2022-04-17,REP016,DOC0269,TER034,Camp,"DRG004,DRG010",2,Prescription Committed,2022-05-06,33,No,
VIS000794,2022-04-17,REP018,DOC0077,TER033,Follow-up,"DRG011,DRG012",3,Sample Accepted,2022-05-13,16,No,
VIS000014,2022-04-18,REP011,DOC0005,TER011,Follow-up,"DRG003,DRG001,DRG011,DRG009",2,Prescription Committed,2022-05-10,37,No,
VIS000286,2022-04-18,REP011,DOC0257,TER009,Planned,DRG012,3,Will Consider,2022-05-07,28,No,
VIS002804,2022-04-18,REP016,DOC0154,TER026,Planned,"DRG005,DRG010,DRG013,DRG011",3,Meeting Rescheduled,2022-04-25,42,No,
VIS001716,2022-04-19,REP007,DOC0204,TER010,CME,DRG007,2,Will Consider,2022-05-05,39,No,
VIS000233,2022-04-20,REP014,DOC0295,TER038,Planned,"DRG002,DRG013,DRG008,DRG011",1,Meeting Rescheduled,2022-04-30,38,No,
VIS000435,2022-04-20,REP012,DOC0119,TER011,Planned,"DRG005,DRG011,DRG003",2,Meeting Rescheduled,2022-05-03,22,Yes,REP012
VIS001075,2022-04-20,REP020,DOC0196,TER034,Follow-up,"DRG001,DRG006,DRG003",3,Will Consider,2022-05-16,14,No,
VIS001950,2022-04-20,REP010,DOC0062,TER025,Unplanned,"DRG015,DRG005,DRG011",3,Prescription Committed,2022-05-08,15,No,
VIS001020,2022-04-21,REP009,DOC0229,TER029,Planned,"DRG009,DRG012,DRG008,DRG015",3,Prescription Committed,2022-05-01,36,No,
VIS000012,2022-04-22,REP018,DOC0233,TER008,CME,"DRG015,DRG011,DRG009",3,Sample Accepted,2022-05-04,43,No,
VIS001260,2022-04-22,REP006,DOC0093,TER017,Follow-up,"DRG012,DRG014",3,Prescription Committed,2022-05-20,37,No,
VIS000546,2022-04-23,REP020,DOC0262,TER022,Planned,"DRG006,DRG014,DRG013",0,Prescription Committed,2022-05-14,21,No,
VIS002232,2022-04-23,REP013,DOC0012,TER020,Unplanned,DRG005,2,Prescription Committed,2022-05-03,19,No,
VIS000207,2022-04-24,REP013,DOC0130,TER017,Follow-up,"DRG013,DRG014,DRG015,DRG005",2,Prescription Committed,2022-05-21,14,No,
VIS000293,2022-04-24,REP016,DOC0091,TER006,Follow-up,"DRG005,DRG001",2,Will Consider,2022-05-17,34,No,
VIS001230,2022-04-24,REP009,DOC0138,TER006,Planned,DRG014,2,Not Interested,2022-05-21,31,No,
VIS001673,2022-04-24,REP009,DOC0012,TER029,CME,DRG009,3,Prescription Committed,2022-05-04,13,No,
VIS001946,2022-04-24,REP001,DOC0261,TER037,Planned,DRG005,2,Will Consider,2022-05-09,44,No,
VIS002122,2022-04-24,REP003,DOC0180,TER023,Unplanned,DRG006,3,Sample Accepted,2022-05-10,15,No,
VIS000361,2022-04-25,REP019,DOC0075,TER022,Planned,DRG006,0,Prescription Committed,2022-05-12,23,No,
VIS000449,2022-04-25,REP007,DOC0179,TER016,Planned,"DRG004,DRG005,DRG002,DRG010",3,Will Consider,2022-05-24,32,No,
VIS002540,2022-04-25,REP007,DOC0258,TER015,Unplanned,"DRG006,DRG012,DRG002,DRG013",2,Prescription Committed,2022-05-14,29,No,
VIS000520,2022-04-26,REP014,DOC0126,TER018,Follow-up,"DRG011,DRG013,DRG014,DRG002",2,Prescription Committed,2022-05-24,10,No,
VIS001093,2022-04-26,REP002,DOC0289,TER014,Planned,DRG011,1,Will Consider,2022-05-05,16,No,
VIS001156,2022-04-26,REP012,DOC0099,TER001,Planned,"DRG006,DRG011,DRG014",2,Will Consider,2022-05-19,39,Yes,REP012
VIS000864,2022-04-27,REP010,DOC0198,TER007,Camp,"DRG009,DRG013",2,Will Consider,2022-05-07,44,No,
VIS001449,2022-04-27,REP014,DOC0006,TER023,Planned,"DRG005,DRG006,DRG012",3,Prescription Committed,2022-05-26,35,No,
VIS001886,2022-04-27,REP013,DOC0229,TER030,Planned,DRG013,0,Meeting Rescheduled,2022-05-16,33,No,
VIS002699,2022-04-27,REP001,DOC0025,TER029,CME,DRG014,0,Prescription Committed,2022-05-17,19,No,
VIS001690,2022-04-29,REP001,DOC0297,TER006,Planned,"DRG014,DRG005",3,Prescription Committed,2022-05-16,42,No,
VIS002329,2022-04-29,REP017,DOC0180,TER001,CME,"DRG006,DRG010,DRG002",0,Prescription Committed,2022-05-11,35,No,
VIS001824,2022-04-30,REP012,DOC0274,TER009,Planned,"DRG004,DRG007,DRG015,DRG008",1,Will Consider,2022-05-13,28,No,
VIS001988,2022-04-30,REP005,DOC0155,TER006,Follow-up,"DRG013,DRG012",3,Prescription Committed,2022-05-18,35,No,
VIS001713,2022-05-01,REP006,DOC0271,TER031,Unplanned,"DRG009,DRG010,DRG008",1,Will Consider,2022-05-08,11,No,
VIS000095,2022-05-03,REP004,DOC0178,TER019,Planned,DRG009,3,Prescription Committed,2022-05-27,30,No,
VIS000943,2022-05-05,REP001,DOC0106,TER027,Unplanned,"DRG006,DRG002,DRG014",0,Will Consider,2022-05-23,41,No,
VIS000056,2022-05-06,REP014,DOC0294,TER034,Planned,DRG015,3,Sample Accepted,2022-05-30,44,No,
VIS001552,2022-05-06,REP006,DOC0279,TER006,Planned,"DRG010,DRG013,DRG009",2,Not Interested,2022-05-17,33,No,
VIS001838,2022-05-06,REP005,DOC0202,TER031,Planned,"DRG015,DRG002,DRG011,DRG013",0,Prescription Committed,2022-05-29,37,No,
VIS002053,2022-05-06,REP013,DOC0188,TER033,Planned,"DRG006,DRG014",3,Sample Accepted,2022-06-01,19,No,
VIS002256,2022-05-06,REP017,DOC0222,TER031,Planned,"DRG007,DRG006",1,Sample Accepted,2022-05-24,18,No,
VIS001507,2022-05-07,REP019,DOC0151,TER019,Planned,"DRG007,DRG005",2,Sample Accepted,2022-05-20,28,No,
VIS001459,2022-05-08,REP009,DOC0142,TER013,Planned,"DRG012,DRG008,DRG013,DRG010",3,Sample Accepted,2022-05-28,33,No,
VIS001483,2022-05-11,REP011,DOC0271,TER002,Planned,DRG012,3,Prescription Committed,2022-05-20,33,No,
VIS002057,2022-05-11,REP006,DOC0084,TER006,Planned,DRG008,0,Sample Accepted,2022-05-21,31,No,
VIS002614,2022-05-11,REP006,DOC0130,TER014,Planned,"DRG009,DRG010,DRG012,DRG001",0,Prescription Committed,2022-05-30,33,Yes,REP017
VIS002650,2022-05-11,REP019,DOC0069,TER031,CME,"DRG008,DRG010,DRG003",3,Will Consider,2022-05-21,10,No,
VIS000530,2022-05-12,REP012,DOC0171,TER011,Planned,"DRG006,DRG001,DRG011",0,Meeting Rescheduled,2022-06-01,39,No,
VIS002343,2022-05-12,REP006,DOC0115,TER019,Follow-up,DRG010,0,Not Interested,2022-06-07,44,No,
VIS001192,2022-05-13,REP004,DOC0078,TER004,Planned,"DRG009,DRG005,DRG010",2,Prescription Committed,2022-05-30,17,No,
VIS001810,2022-05-13,REP007,DOC0046,TER005,CME,"DRG007,DRG009,DRG005,DRG010",2,Will Consider,2022-05-22,24,No,
VIS002312,2022-05-14,REP014,DOC0048,TER032,Unplanned,DRG003,1,Prescription Committed,2022-06-07,15,No,
VIS001138,2022-05-15,REP005,DOC0063,TER009,Planned,"DRG008,DRG002,DRG004,DRG007",0,Sample Accepted,2022-05-26,17,No,
VIS000446,2022-05-16,REP016,DOC0125,TER007,Planned,DRG002,3,Prescription Committed,2022-06-15,14,No,
VIS001426,2022-05-16,REP017,DOC0196,TER014,Planned,DRG003,2,Sample Accepted,2022-06-12,18,Yes,REP017
VIS001194,2022-05-17,REP019,DOC0216,TER030,Unplanned,"DRG004,DRG002,DRG009",0,Prescription Committed,2022-06-01,31,No,
VIS001423,2022-05-17,REP007,DOC0162,TER028,Unplanned,"DRG006,DRG002,DRG013,DRG012",1,Sample Accepted,2022-06-07,18,Yes,REP012
VIS001981,2022-05-17,REP002,DOC0029,TER023,Camp,"DRG012,DRG010,DRG013",1,Meeting Rescheduled,2022-06-07,19,No,
VIS000491,2022-05-18,REP018,DOC0236,TER018,Planned,"DRG001,DRG002,DRG007,DRG010",2,Prescription Committed,2022-06-07,22,No,
VIS000535,2022-05-18,REP008,DOC0015,TER036,Follow-up,"DRG003,DRG002,DRG012,DRG009",2,Prescription Committed,2022-06-03,27,No,
VIS000969,2022-05-18,REP015,DOC0210,TER015,Follow-up,"DRG014,DRG001,DRG003",3,Will Consider,2022-06-07,21,No,
VIS002206,2022-05-18,REP008,DOC0008,TER022,Planned,"DRG007,DRG012,DRG005,DRG006",2,Prescription Committed,2022-06-12,25,No,
VIS002415,2022-05-18,REP018,DOC0244,TER021,Planned,DRG006,2,Prescription Committed,2022-06-15,40,No,
VIS002886,2022-05-18,REP014,DOC0184,TER013,Unplanned,"DRG009,DRG014",1,Not Interested,2022-05-30,39,No,
VIS000681,2022-05-19,REP011,DOC0157,TER002,Unplanned,"DRG001,DRG008",0,Will Consider,2022-06-02,20,No,
VIS000422,2022-05-20,REP001,DOC0245,TER004,Camp,"DRG007,DRG006,DRG011,DRG005",0,Sample Accepted,2022-06-01,31,No,
VIS001211,2022-05-20,REP012,DOC0221,TER026,Planned,"DRG009,DRG002,DRG011",1,Will Consider,2022-06-16,12,Yes,REP012
VIS001451,2022-05-20,REP013,DOC0259,TER040,Follow-up,"DRG014,DRG010",2,Sample Accepted,2022-06-11,18,No,
VIS002721,2022-05-20,REP007,DOC0116,TER030,Follow-up,DRG013,0,Sample Accepted,2022-06-11,16,No,
VIS001550,2022-05-21,REP001,DOC0021,TER010,Planned,"DRG003,DRG007,DRG014,DRG004",3,Prescription Committed,2022-06-05,39,No,
VIS000850,2022-05-22,REP011,DOC0109,TER035,Follow-up,"DRG015,DRG006,DRG009,DRG001",0,Prescription Committed,2022-06-13,25,No,
VIS001006,2022-05-22,REP013,DOC0273,TER022,Planned,DRG009,3,Will Consider,2022-06-18,11,No,
VIS000526,2022-05-23,REP016,DOC0284,TER028,Follow-up,"DRG006,DRG012,DRG014",0,Prescription Committed,2022-06-09,32,No,
VIS002082,2022-05-23,REP015,DOC0139,TER022,CME,"DRG003,DRG015",2,Will Consider,2022-05-31,40,No,
VIS002123,2022-05-25,REP015,DOC0129,TER040,Camp,DRG013,3,Not Interested,2022-06-14,15,No,
VIS000930,2022-05-26,REP005,DOC0288,TER008,Planned,"DRG001,DRG002",2,Will Consider,2022-06-16,29,No,
VIS001390,2022-05-26,REP007,DOC0269,TER027,Planned,"DRG005,DRG003,DRG011,DRG014",0,Will Consider,2022-06-06,32,No,
VIS001671,2022-05-26,REP004,DOC0250,TER002,Planned,"DRG002,DRG003,DRG012",1,Not Interested,2022-06-14,16,No,
VIS000205,2022-05-27,REP014,DOC0208,TER021,Unplanned,"DRG003,DRG002,DRG011,DRG004",3,Prescription Committed,2022-06-17,44,No,
VIS001463,2022-05-27,REP011,DOC0015,TER026,Planned,"DRG009,DRG005,DRG004,DRG012",2,Prescription Committed,2022-06-23,33,No,
VIS002480,2022-05-27,REP013,DOC0164,TER026,Planned,"DRG009,DRG013",0,Not Interested,2022-06-25,42,No,
VIS002119,2022-05-28,REP001,DOC0122,TER040,Planned,"DRG010,DRG007,DRG004",2,Will Consider,2022-06-16,11,No,
VIS001786,2022-05-29,REP001,DOC0178,TER010,Planned,"DRG005,DRG014,DRG007",2,Not Interested,2022-06-12,36,No,
VIS001548,2022-05-30,REP020,DOC0139,TER004,Follow-up,"DRG001,DRG006,DRG011,DRG003",0,Prescription Committed,2022-06-22,39,No,
VIS001640,2022-05-30,REP004,DOC0149,TER036,Follow-up,"DRG008,DRG005",1,Prescription Committed,2022-06-13,21,No,
VIS001844,2022-05-30,REP012,DOC0028,TER022,Planned,"DRG010,DRG003",1,Sample Accepted,2022-06-09,21,No,
VIS002335,2022-05-30,REP007,DOC0084,TER021,Planned,"DRG004,DRG015,DRG012",3,Prescription Committed,2022-06-23,15,No,
VIS000616,2022-05-31,REP017,DOC0051,TER036,Planned,"DRG005,DRG015,DRG004,DRG002",1,Will Consider,2022-06-15,18,Yes,REP017
VIS000961,2022-05-31,REP014,DOC0210,TER010,CME,"DRG010,DRG003",0,Not Interested,2022-06-07,17,No,
VIS001208,2022-05-31,REP008,DOC0288,TER035,Planned,"DRG010,DRG013,DRG007",0,Prescription Committed,2022-06-19,38,No,
VIS001641,2022-05-31,REP005,DOC0191,TER004,Follow-up,DRG005,0,Not Interested,2022-06-21,14,No,
VIS002713,2022-05-31,REP001,DOC0122,TER006,CME,DRG013,1,Prescription Committed,2022-06-07,18,No,
VIS000239,2022-06-01,REP019,DOC0071,TER004,Unplanned,"DRG006,DRG014",0,Not Interested,2022-06-15,19,No,
VIS000657,2022-06-01,REP012,DOC0018,TER002,Unplanned,DRG009,2,Not Interested,2022-06-30,40,No,
VIS002590,2022-06-01,REP007,DOC0087,TER031,Planned,DRG011,1,Prescription Committed,2022-06-20,26,Yes,REP012
VIS000329,2022-06-02,REP005,DOC0215,TER031,Planned,"DRG004,DRG010,DRG015,DRG007",1,Prescription Committed,2022-06-19,26,No,
VIS001785,2022-06-03,REP015,DOC0228,TER027,Planned,"DRG007,DRG008,DRG009",0,Sample Accepted,2022-06-30,11,Yes,REP017
VIS002051,2022-06-04,REP016,DOC0074,TER033,Planned,"DRG012,DRG008,DRG003,DRG007",2,Sample Accepted,2022-06-15,36,No,
VIS002384,2022-06-04,REP012,DOC0273,TER036,Follow-up,"DRG013,DRG003",2,Meeting Rescheduled,2022-06-16,13,No,
VIS000788,2022-06-05,REP019,DOC0274,TER035,Follow-up,"DRG004,DRG009,DRG014,DRG006",1,Prescription Committed,2022-07-01,15,No,
VIS002172,2022-06-05,REP018,DOC0036,TER012,Unplanned,"DRG011,DRG010,DRG008,DRG007",1,Not Interested,2022-06-14,18,Yes,REP017
VIS001603,2022-06-06,REP009,DOC0290,TER014,Planned,"DRG003,DRG002",1,Will Consider,2022-06-29,14,No,
VIS000790,2022-06-07,REP005,DOC0252,TER032,Planned,DRG002,1,Sample Accepted,2022-07-03,24,No,
VIS000478,2022-06-08,REP007,DOC0053,TER023,Planned,"DRG013,DRG009,DRG002",3,Not Interested,2022-06-29,39,No,
VIS001103,2022-06-08,REP017,DOC0012,TER023,Planned,"DRG011,DRG002",0,Not Interested,2022-06-15,26,No,
VIS002293,2022-06-09,REP014,DOC0168,TER015,Unplanned,"DRG008,DRG014",1,Prescription Committed,2022-06-28,31,No,
VIS000155,2022-06-11,REP012,DOC0261,TER022,Planned,"DRG005,DRG012,DRG013,DRG003",1,Prescription Committed,2022-06-18,37,No,
VIS001971,2022-06-11,REP002,DOC0065,TER009,Follow-up,"DRG004,DRG001,DRG010,DRG011",3,Prescription Committed,2022-06-29,42,No,
VIS002107,2022-06-11,REP013,DOC0248,TER030,Planned,"DRG012,DRG004,DRG009,DRG001",1,Prescription Committed,2022-07-07,41,No,
VIS000340,2022-06-12,REP007,DOC0270,TER040,Camp,"DRG014,DRG012",1,Not Interested,2022-07-04,35,No,
