TargetID,RepID,DrugID,FY_Quarter,SalesTarget_Value,SalesTarget_Units,VisitTarget,NewDoctorTarget
TGT001619,REP007,DRG012,FY2021-Q3,10187.83,287,58,5
TGT001620,REP007,DRG012,FY2021-Q4,11457.37,100,35,3
TGT001621,REP007,DRG012,FY2022-Q1,12936.91,206,60,10
TGT001622,REP007,DRG012,FY2022-Q2,12258.46,170,32,2
TGT001623,REP007,DRG012,FY2022-Q3,12183.07,175,32,5
TGT001624,REP007,DRG012,FY2022-Q4,8969.75,59,31,4
TGT001625,REP007,DRG012,FY2023-Q1,10397.66,245,41,2
TGT001626,REP007,DRG012,FY2023-Q2,15392.05,249,49,10
TGT001627,REP007,DRG012,FY2023-Q3,10471.84,274,33,8
TGT001628,REP007,DRG012,FY2023-Q4,17985.25,136,57,10
TGT001629,REP007,DRG012,FY2024-Q1,10920.97,73,42,4
TGT001630,REP007,DRG012,FY2024-Q2,8922.44,250,51,3
TGT001631,REP007,DRG012,FY2024-Q3,20344.8,56,34,3
TGT001632,REP007,DRG012,FY2024-Q4,18584.59,77,39,3
TGT001633,REP007,DRG013,FY2021-Q1,11264.9,215,23,9
TGT001634,REP007,DRG013,FY2021-Q2,18075.93,65,44,2
TGT001635,REP007,DRG013,FY2021-Q3,21941.09,71,53,4
TGT001636,REP007,DRG013,FY2021-Q4,13260.35,172,55,4
TGT001637,REP007,DRG013,FY2022-Q1,27039.08,194,60,4
TGT001638,REP007,DRG013,FY2022-Q2,10661.34,99,52,6
TGT001639,REP007,DRG013,FY2022-Q3,8954.95,281,39,6
TGT001640,REP007,DRG013,FY2022-Q4,22071.16,291,30,6
TGT001641,REP007,DRG013,FY2023-Q1,9328.18,281,43,6
TGT001642,REP007,DRG013,FY2023-Q2,31979.22,220,24,4
TGT001643,REP007,DRG013,FY2023-Q3,23604.72,197,38,6
TGT001644,REP007,DRG013,FY2023-Q4,10323.22,145,54,5
TGT001645,REP007,DRG013,FY2024-Q1,27533.11,202,47,4
TGT001646,REP007,DRG013,FY2024-Q2,18788.48,216,35,8
TGT001647,REP007,DRG013,FY2024-Q3,26857.25,80,49,9
TGT001648,REP007,DRG013,FY2024-Q4,13812.98,257,41,6
TGT001649,REP007,DRG014,FY2021-Q1,50230.31,238,48,2
TGT001650,REP007,DRG014,FY2021-Q2,27514.55,186,44,6
TGT001651,REP007,DRG014,FY2021-Q3,28664.96,257,37,6
TGT001652,REP007,DRG014,FY2021-Q4,31665,249,41,7
TGT001653,REP007,DRG014,FY2022-Q1,42033.56,189,50,10
TGT001654,REP007,DRG014,FY2022-Q2,47950.94,290,21,5
TGT001655,REP007,DRG014,FY2022-Q3,26289.6,122,30,6
TGT001656,REP007,DRG014,FY2022-Q4,20170.88,56,26,7
TGT001657,REP007,DRG014,FY2023-Q1,12439.28,270,35,2
TGT001658,REP007,DRG014,FY2023-Q2,13882.1,160,36,7
TGT001659,REP007,DRG014,FY2023-Q3,29898.01,185,56,7
TGT001660,REP007,DRG014,FY2023-Q4,38745.57,129,50,8
TGT001661,REP007,DRG014,FY2024-Q1,31292.82,62,39,10
TGT001662,REP007,DRG014,FY2024-Q2,44642.3,284,31,5
TGT001663,REP007,DRG014,FY2024-Q3,39435.67,52,27,7
TGT001664,REP007,DRG014,FY2024-Q4,33828.4,222,26,7
TGT001665,REP007,DRG015,FY2021-Q1,215293.25,223,51,3
TGT001666,REP007,DRG015,FY2021-Q2,101218.36,64,23,4
TGT001667,REP007,DRG015,FY2021-Q3,186461.52,199,34,8
TGT001668,REP007,DRG015,FY2021-Q4,148339.75,113,44,10
TGT001669,REP007,DRG015,FY2022-Q1,103312.01,65,56,3
TGT001670,REP007,DRG015,FY2022-Q2,43383.11,281,46,10
TGT001671,REP007,DRG015,FY2022-Q3,176983.54,208,54,2
TGT001672,REP007,DRG015,FY2022-Q4,194755.9,269,42,3
TGT001673,REP007,DRG015,FY2023-Q1,42748.58,100,50,9
TGT001674,REP007,DRG015,FY2023-Q2,93159.34,235,36,5
TGT001675,REP007,DRG015,FY2023-Q3,71742.25,285,32,5
TGT001676,REP007,DRG015,FY2023-Q4,51540.59,270,45,3
TGT001677,REP007,DRG015,FY2024-Q1,139658,280,56,10
TGT001678,REP007,DRG015,FY2024-Q2,47123.9,258,20,10
TGT001679,REP007,DRG015,FY2024-Q3,193911.52,229,28,7
TGT001680,REP007,DRG015,FY2024-Q4,196529.21,262,59,10
TGT001681,REP008,DRG001,FY2021-Q1,76405.77,87,35,6
TGT001682,REP008,DRG001,FY2021-Q2,69973.82,159,23,2
TGT001683,REP008,DRG001,FY2021-Q3,63635.13,172,23,9
TGT001684,REP008,DRG001,FY2021-Q4,82659.33,127,36,8
TGT001685,REP008,DRG001,FY2022-Q1,46953.72,251,40,4
TGT001686,REP008,DRG001,FY2022-Q2,77107.2,233,36,4
TGT001687,REP008,DRG001,FY2022-Q3,48371.53,259,40,10
TGT001688,REP008,DRG001,FY2022-Q4,56767.81,146,42,7
TGT001689,REP008,DRG001,FY2023-Q1,26029.71,62,32,3
TGT001690,REP008,DRG001,FY2023-Q2,80941.46,232,32,2
TGT001691,REP008,DRG001,FY2023-Q3,30432.87,118,59,7
TGT001692,REP008,DRG001,FY2023-Q4,68204.41,160,29,8
TGT001693,REP008,DRG001,FY2024-Q1,30793.71,292,27,7
TGT001694,REP008,DRG001,FY2024-Q2,70991.08,132,31,8
TGT001695,REP008,DRG001,FY2024-Q3,59952.67,184,41,3
TGT001696,REP008,DRG001,FY2024-Q4,59236.84,115,52,2
TGT001697,REP008,DRG002,FY2021-Q1,116253.69,164,56,10
TGT001698,REP008,DRG002,FY2021-Q2,77216.98,151,41,8
TGT001699,REP008,DRG002,FY2021-Q3,62337.31,114,59,8
TGT001700,REP008,DRG002,FY2021-Q4,66335.82,124,48,8
TGT001701,REP008,DRG002,FY2022-Q1,49878.5,201,59,4
TGT001702,REP008,DRG002,FY2022-Q2,49660.84,234,55,10
TGT001703,REP008,DRG002,FY2022-Q3,145448.52,99,23,9
TGT001704,REP008,DRG002,FY2022-Q4,78521.53,203,50,4
TGT001705,REP008,DRG002,FY2023-Q1,45800.57,200,60,5
TGT001706,REP008,DRG002,FY2023-Q2,115685.95,240,57,5
TGT001707,REP008,DRG002,FY2023-Q3,144910.79,258,30,2
TGT001708,REP008,DRG002,FY2023-Q4,99511.34,110,21,2
TGT001709,REP008,DRG002,FY2024-Q1,116561.72,145,39,2
TGT001710,REP008,DRG002,FY2024-Q2,36502.33,86,59,3
TGT001711,REP008,DRG002,FY2024-Q3,144624.96,270,42,7
TGT001712,REP008,DRG002,FY2024-Q4,55828.72,280,36,4
TGT001713,REP008,DRG003,FY2021-Q1,34234.62,178,52,10
TGT001714,REP008,DRG003,FY2021-Q2,67570.87,146,54,4
TGT001715,REP008,DRG003,FY2021-Q3,60200.37,297,43,6
TGT001716,REP008,DRG003,FY2021-Q4,39107.29,249,36,2
TGT001717,REP008,DRG003,FY2022-Q1,35203.69,117,42,6
TGT001718,REP008,DRG003,FY2022-Q2,66566.08,204,47,7
TGT001719,REP008,DRG003,FY2022-Q3,23320.43,193,22,3
TGT001720,REP008,DRG003,FY2022-Q4,46201.28,279,44,6
TGT001721,REP008,DRG003,FY2023-Q1,31631.91,179,31,2
TGT001722,REP008,DRG003,FY2023-Q2,25293.8,53,53,4
TGT001723,REP008,DRG003,FY2023-Q3,44689.03,63,40,7
TGT001724,REP008,DRG003,FY2023-Q4,41871.12,130,37,10
TGT001725,REP008,DRG003,FY2024-Q1,59927.84,287,23,9
TGT001726,REP008,DRG003,FY2024-Q2,18783.65,218,36,8
TGT001727,REP008,DRG003,FY2024-Q3,61728.03,157,59,2
TGT001728,REP008,DRG003,FY2024-Q4,48034.14,257,41,4
TGT001729,REP008,DRG004,FY2021-Q1,246817.85,191,39,3
TGT001730,REP008,DRG004,FY2021-Q2,354326.06,62,27,10
TGT001731,REP008,DRG004,FY2021-Q3,335602.48,203,32,10
TGT001732,REP008,DRG004,FY2021-Q4,111411.69,267,49,9
TGT001733,REP008,DRG004,FY2022-Q1,325220.33,164,39,9
TGT001734,REP008,DRG004,FY2022-Q2,113890.56,212,29,7
TGT001735,REP008,DRG004,FY2022-Q3,102100.38,87,24,10
TGT001736,REP008,DRG004,FY2022-Q4,287748.69,143,56,5
TGT001737,REP008,DRG004,FY2023-Q1,370032.49,298,50,10
TGT001738,REP008,DRG004,FY2023-Q2,256623.32,214,22,6
TGT001739,REP008,DRG004,FY2023-Q3,113723.35,164,60,7
TGT001740,REP008,DRG004,FY2023-Q4,185871.56,298,30,10
TGT001741,REP008,DRG004,FY2024-Q1,244840.9,257,54,6
TGT001742,REP008,DRG004,FY2024-Q2,353080.88,62,22,6
TGT001743,REP008,DRG004,FY2024-Q3,219632.56,239,37,2
TGT001744,REP008,DRG004,FY2024-Q4,108417.16,128,48,2
TGT001745,REP008,DRG005,FY2021-Q1,111138.45,299,35,9
TGT001746,REP008,DRG005,FY2021-Q2,68056.17,50,59,4
TGT001747,REP008,DRG005,FY2021-Q3,217900.24,236,48,3
TGT001748,REP008,DRG005,FY2021-Q4,198891.76,126,48,8
TGT001749,REP008,DRG005,FY2022-Q1,235361.33,60,38,7
TGT001750,REP008,DRG005,FY2022-Q2,80146.06,175,42,6
TGT001751,REP008,DRG005,FY2022-Q3,159163.94,96,51,6
TGT001752,REP008,DRG005,FY2022-Q4,182956.96,103,20,6
TGT001753,REP008,DRG005,FY2023-Q1,230513.58,179,49,9
TGT001754,REP008,DRG005,FY2023-Q2,177098.29,135,58,6
TGT001755,REP008,DRG005,FY2023-Q3,158780.6,175,52,10
TGT001756,REP008,DRG005,FY2023-Q4,258315.61,108,20,2
TGT001757,REP008,DRG005,FY2024-Q1,203941.35,264,50,2
TGT001758,REP008,DRG005,FY2024-Q2,219015.91,234,38,10
TGT001759,REP008,DRG005,FY2024-Q3,247448.49,263,59,2
TGT001760,REP008,DRG005,FY2024-Q4,178278.23,202,39,10
TGT001761,REP008,DRG006,FY2021-Q1,131411.46,83,32,9
TGT001762,REP008,DRG006,FY2021-Q2,102512.53,295,50,6
TGT001763,REP008,DRG006,FY2021-Q3,73299.53,217,56,2
TGT001764,REP008,DRG006,FY2021-Q4,46912.55,283,47,2
TGT001765,REP008,DRG006,FY2022-Q1,33099.98,94,39,6
TGT001766,REP008,DRG006,FY2022-Q2,29081.34,215,33,7
TGT001767,REP008,DRG006,FY2022-Q3,125688.95,184,60,3
TGT001768,REP008,DRG006,FY2022-Q4,40039.21,65,49,4
TGT001769,REP008,DRG006,FY2023-Q1,89849.79,269,32,6
TGT001770,REP008,DRG006,FY2023-Q2,86853.67,158,32,3
TGT001771,REP008,DRG006,FY2023-Q3,119985.83,215,46,9
TGT001772,REP008,DRG006,FY2023-Q4,73856.66,55,23,8
TGT001773,REP008,DRG006,FY2024-Q1,120443.27,293,57,5
TGT001774,REP008,DRG006,FY2024-Q2,106429.55,160,52,2
TGT001775,REP008,DRG006,FY2024-Q3,75581.39,218,27,2
TGT001776,REP008,DRG006,FY2024-Q4,78578.77,129,28,4
TGT001777,REP008,DRG007,FY2021-Q1,984703.39,88,39,4
TGT001778,REP008,DRG007,FY2021-Q2,1536641.39,79,54,4
TGT001779,REP008,DRG007,FY2021-Q3,1883673.94,113,48,6
TGT001780,REP008,DRG007,FY2021-Q4,2013487.07,69,50,7
TGT001781,REP008,DRG007,FY2022-Q1,1543441.44,231,22,10
TGT001782,REP008,DRG007,FY2022-Q2,2397823.1,66,37,7
TGT001783,REP008,DRG007,FY2022-Q3,3540777.64,176,26,8
TGT001784,REP008,DRG007,FY2022-Q4,1883103.69,292,26,7
TGT001785,REP008,DRG007,FY2023-Q1,3506217.97,285,24,3
TGT001786,REP008,DRG007,FY2023-Q2,3351927.68,267,50,10
TGT001787,REP008,DRG007,FY2023-Q3,2072417.93,200,55,2
TGT001788,REP008,DRG007,FY2023-Q4,1516938.33,55,54,5
TGT001789,REP008,DRG007,FY2024-Q1,1293338.91,276,38,7
TGT001790,REP008,DRG007,FY2024-Q2,3146453.99,53,54,8
TGT001791,REP008,DRG007,FY2024-Q3,2945475.14,228,27,2
TGT001792,REP008,DRG007,FY2024-Q4,1876917.93,279,23,5
TGT001793,REP008,DRG008,FY2021-Q1,2766472.42,201,41,9
TGT001794,REP008,DRG008,FY2021-Q2,4921380.72,119,30,4
TGT001795,REP008,DRG008,FY2021-Q3,3109232.29,266,41,4
TGT001796,REP008,DRG008,FY2021-Q4,5956175.42,181,24,8
TGT001797,REP008,DRG008,FY2022-Q1,6484011.9,131,48,6
TGT001798,REP008,DRG008,FY2022-Q2,6447790.23,62,36,3
TGT001799,REP008,DRG008,FY2022-Q3,3452929.53,55,23,2
TGT001800,REP008,DRG008,FY2022-Q4,5662343.25,275,20,2
TGT001801,REP008,DRG008,FY2023-Q1,3118797.89,222,49,4
TGT001802,REP008,DRG008,FY2023-Q2,3036339.05,221,51,8
TGT001803,REP008,DRG008,FY2023-Q3,5453408.16,163,55,7
TGT001804,REP008,DRG008,FY2023-Q4,2762691.68,108,29,7
TGT001805,REP008,DRG008,FY2024-Q1,3748191.91,161,58,10
TGT001806,REP008,DRG008,FY2024-Q2,5200927.33,101,48,3
TGT001807,REP008,DRG008,FY2024-Q3,2653125.33,282,47,10
TGT001808,REP008,DRG008,FY2024-Q4,5702587.9,149,31,8
TGT001809,REP008,DRG009,FY2021-Q1,47406.76,213,26,8
TGT001810,REP008,DRG009,FY2021-Q2,29812.1,240,52,5
TGT001811,REP008,DRG009,FY2021-Q3,121510.53,208,52,4
TGT001812,REP008,DRG009,FY2021-Q4,96851.15,232,23,2
TGT001813,REP008,DRG009,FY2022-Q1,92323.98,65,57,10
TGT001814,REP008,DRG009,FY2022-Q2,69200.05,74,34,2
TGT001815,REP008,DRG009,FY2022-Q3,66266.19,111,24,6
TGT001816,REP008,DRG009,FY2022-Q4,27549.68,214,28,4
TGT001817,REP008,DRG009,FY2023-Q1,85841.65,54,60,2
TGT001818,REP008,DRG009,FY2023-Q2,86660.5,73,49,10
TGT001819,REP008,DRG009,FY2023-Q3,75360.17,152,22,8
TGT001820,REP008,DRG009,FY2023-Q4,57565.57,64,59,10
TGT001821,REP008,DRG009,FY2024-Q1,102226.59,183,49,5
TGT001822,REP008,DRG009,FY2024-Q2,65976.98,136,41,2
TGT001823,REP008,DRG009,FY2024-Q3,105246.42,200,42,9
TGT001824,REP008,DRG009,FY2024-Q4,59231.2,170,21,8
TGT001825,REP008,DRG010,FY2021-Q1,99922.03,207,53,7
TGT001826,REP008,DRG010,FY2021-Q2,186731.77,294,29,3
TGT001827,REP008,DRG010,FY2021-Q3,99863.66,216,22,2
TGT001828,REP008,DRG010,FY2021-Q4,120186.69,52,25,9
TGT001829,REP008,DRG010,FY2022-Q1,107590.97,138,53,3
TGT001830,REP008,DRG010,FY2022-Q2,168588.5,225,39,7
TGT001831,REP008,DRG010,FY2022-Q3,198424.09,277,57,8
TGT001832,REP008,DRG010,FY2022-Q4,101562.28,235,42,7
TGT001833,REP008,DRG010,FY2023-Q1,65809.05,294,59,5
TGT001834,REP008,DRG010,FY2023-Q2,144447.02,152,20,6
TGT001835,REP008,DRG010,FY2023-Q3,58924.83,126,43,2
TGT001836,REP008,DRG010,FY2023-Q4,61430.98,252,56,10
TGT001837,REP008,DRG010,FY2024-Q1,50119.79,52,39,4
TGT001838,REP008,DRG010,FY2024-Q2,110050.54,145,49,2
TGT001839,REP008,DRG010,FY2024-Q3,116993.77,127,37,4
TGT001840,REP008,DRG010,FY2024-Q4,140257.49,138,55,5
TGT001841,REP008,DRG011,FY2021-Q1,6837455.81,209,27,8
TGT001842,REP008,DRG011,FY2021-Q2,2715704.72,286,52,3
TGT001843,REP008,DRG011,FY2021-Q3,10094592.9,119,43,5
TGT001844,REP008,DRG011,FY2021-Q4,3806738.06,148,54,3
TGT001845,REP008,DRG011,FY2022-Q1,2385725.23,237,60,2
TGT001846,REP008,DRG011,FY2022-Q2,9908784.11,93,51,5
TGT001847,REP008,DRG011,FY2022-Q3,5098565.02,66,40,9
TGT001848,REP008,DRG011,FY2022-Q4,2641499.9,132,23,9
TGT001849,REP008,DRG011,FY2023-Q1,8376244.14,286,60,4
TGT001850,REP008,DRG011,FY2023-Q2,5178047.08,254,33,2
TGT001851,REP008,DRG011,FY2023-Q3,5396081.62,202,27,5
TGT001852,REP008,DRG011,FY2023-Q4,4520686.21,72,41,10
TGT001853,REP008,DRG011,FY2024-Q1,4187811.74,57,60,7
TGT001854,REP008,DRG011,FY2024-Q2,4321088.71,134,27,4
TGT001855,REP008,DRG011,FY2024-Q3,7757875.61,58,48,2
TGT001856,REP008,DRG011,FY2024-Q4,7079728.5,186,52,2
TGT001857,REP008,DRG012,FY2021-Q1,19630.83,270,58,3
TGT001858,REP008,DRG012,FY2021-Q2,12135.38,229,58,5
TGT001859,REP008,DRG012,FY2021-Q3,5339.32,177,28,7
TGT001860,REP008,DRG012,FY2021-Q4,18659.01,82,56,7
TGT001861,REP008,DRG012,FY2022-Q1,5335.69,94,58,8
TGT001862,REP008,DRG012,FY2022-Q2,22803.23,80,36,9
TGT001863,REP008,DRG012,FY2022-Q3,9938.54,222,39,4
TGT001864,REP008,DRG012,FY2022-Q4,14405.64,204,59,4
TGT001865,REP008,DRG012,FY2023-Q1,15372.57,158,42,8
TGT001866,REP008,DRG012,FY2023-Q2,17981.39,263,39,6
TGT001867,REP008,DRG012,FY2023-Q3,17192.85,186,45,6
TGT001868,REP008,DRG012,FY2023-Q4,15848.33,160,23,6
TGT001869,REP008,DRG012,FY2024-Q1,19495.67,230,27,10
TGT001870,REP008,DRG012,FY2024-Q2,15398.66,290,46,3
TGT001871,REP008,DRG012,FY2024-Q3,25195.09,50,21,2
TGT001872,REP008,DRG012,FY2024-Q4,24523.22,126,44,4
TGT001873,REP008,DRG013,FY2021-Q1,35385.68,61,35,4
TGT001874,REP008,DRG013,FY2021-Q2,18244.52,277,46,3
TGT001875,REP008,DRG013,FY2021-Q3,10319.05,249,35,7
TGT001876,REP008,DRG013,FY2021-Q4,33514.92,98,34,4
TGT001877,REP008,DRG013,FY2022-Q1,29985.74,130,45,9
TGT001878,REP008,DRG013,FY2022-Q2,17998.86,194,33,5
TGT001879,REP008,DRG013,FY2022-Q3,16357.42,135,26,4
TGT001880,REP008,DRG013,FY2022-Q4,31774.28,53,25,6
TGT001881,REP008,DRG013,FY2023-Q1,27790.1,142,30,7
TGT001882,REP008,DRG013,FY2023-Q2,31157.1,83,28,10
TGT001883,REP008,DRG013,FY2023-Q3,17090.13,105,52,7
TGT001884,REP008,DRG013,FY2023-Q4,13915.38,103,35,4
TGT001885,REP008,DRG013,FY2024-Q1,31678.42,54,38,2
TGT001886,REP008,DRG013,FY2024-Q2,22989.45,157,32,6
TGT001887,REP008,DRG013,FY2024-Q3,30719.88,123,31,10
TGT001888,REP008,DRG013,FY2024-Q4,30118.02,209,21,4
TGT001889,REP008,DRG014,FY2021-Q1,53821.53,137,59,9
TGT001890,REP008,DRG014,FY2021-Q2,33516.72,242,59,4
TGT001891,REP008,DRG014,FY2021-Q3,19554.54,157,42,10
TGT001892,REP008,DRG014,FY2021-Q4,30706.63,66,32,8
TGT001893,REP008,DRG014,FY2022-Q1,44869.04,201,50,2
TGT001894,REP008,DRG014,FY2022-Q2,16414.31,150,44,4
TGT001895,REP008,DRG014,FY2022-Q3,36146.09,179,23,9
TGT001896,REP008,DRG014,FY2022-Q4,20298.67,155,24,6
TGT001897,REP008,DRG014,FY2023-Q1,21244.02,182,25,10
TGT001898,REP008,DRG014,FY2023-Q2,25436.05,280,31,7
TGT001899,REP008,DRG014,FY2023-Q3,27348.35,248,55,7
TGT001900,REP008,DRG014,FY2023-Q4,15990.36,128,43,3
TGT001901,REP008,DRG014,FY2024-Q1,28663.21,276,46,8
TGT001902,REP008,DRG014,FY2024-Q2,46612.01,115,44,8
TGT001903,REP008,DRG014,FY2024-Q3,25931.27,138,52,2
TGT001904,REP008,DRG014,FY2024-Q4,13967.56,288,44,3
TGT001905,REP008,DRG015,FY2021-Q1,108738.82,56,34,9
TGT001906,REP008,DRG015,FY2021-Q2,179000.57,295,37,10
TGT001907,REP008,DRG015,FY2021-Q3,55708.4,122,59,8
TGT001908,REP008,DRG015,FY2021-Q4,163858.99,171,59,9
TGT001909,REP008,DRG015,FY2022-Q1,172614.1,168,39,3
TGT001910,REP008,DRG015,FY2022-Q2,167906.31,138,30,5
TGT001911,REP008,DRG015,FY2022-Q3,60213.89,148,50,5
TGT001912,REP008,DRG015,FY2022-Q4,97975.15,66,37,3
TGT001913,REP008,DRG015,FY2023-Q1,176276.48,123,49,7
TGT001914,REP008,DRG015,FY2023-Q2,71722.13,185,33,2
TGT001915,REP008,DRG015,FY2023-Q3,70325.45,125,45,3
TGT001916,REP008,DRG015,FY2023-Q4,120014.68,126,31,8
TGT001917,REP008,DRG015,FY2024-Q1,117279.02,82,36,7
TGT001918,REP008,DRG015,FY2024-Q2,141634.51,123,59,6
TGT001919,REP008,DRG015,FY2024-Q3,166355.3,112,29,6
TGT001920,REP008,DRG015,FY2024-Q4,125917.29,263,32,7
TGT001921,REP009,DRG001,FY2021-Q1,66661.71,267,52,8
TGT001922,REP009,DRG001,FY2021-Q2,73247.23,134,27,2
TGT001923,REP009,DRG001,FY2021-Q3,71221.45,288,40,10
TGT001924,REP009,DRG001,FY2021-Q4,80435.37,73,40,3
TGT001925,REP009,DRG001,FY2022-Q1,63857.92,210,51,5
TGT001926,REP009,DRG001,FY2022-Q2,32557.75,128,46,6
TGT001927,REP009,DRG001,FY2022-Q3,55681.61,63,36,4
TGT001928,REP009,DRG001,FY2022-Q4,59708.05,273,52,6
TGT001929,REP009,DRG001,FY2023-Q1,99872.31,224,43,5
TGT001930,REP009,DRG001,FY2023-Q2,55745.01,115,50,5
TGT001931,REP009,DRG001,FY2023-Q3,43375.72,253,28,3
TGT001932,REP009,DRG001,FY2023-Q4,78182.35,132,43,9
TGT001933,REP009,DRG001,FY2024-Q1,95964.38,53,26,4
TGT001934,REP009,DRG001,FY2024-Q2,57864.03,278,25,8
TGT001935,REP009,DRG001,FY2024-Q3,73123.02,163,60,8
TGT001936,REP009,DRG001,FY2024-Q4,77551.09,222,48,4
TGT001937,REP009,DRG002,FY2021-Q1,91826.67,167,42,2
TGT001938,REP009,DRG002,FY2021-Q2,46197.02,123,49,7
TGT001939,REP009,DRG002,FY2021-Q3,153412.68,219,56,5
TGT001940,REP009,DRG002,FY2021-Q4,45384.1,211,55,6
TGT001941,REP009,DRG002,FY2022-Q1,64490.53,220,34,10
TGT001942,REP009,DRG002,FY2022-Q2,58429.29,51,58,9
TGT001943,REP009,DRG002,FY2022-Q3,186079.99,153,53,5
TGT001944,REP009,DRG002,FY2022-Q4,42468.82,99,49,4
TGT001945,REP009,DRG002,FY2023-Q1,179455.97,168,26,9
TGT001946,REP009,DRG002,FY2023-Q2,131142,87,43,4
TGT001947,REP009,DRG002,FY2023-Q3,59758.48,266,52,5
TGT001948,REP009,DRG002,FY2023-Q4,129483.37,249,44,10
TGT001949,REP009,DRG002,FY2024-Q1,173098.8,125,23,5
TGT001950,REP009,DRG002,FY2024-Q2,174760.76,223,54,10
TGT001951,REP009,DRG002,FY2024-Q3,117755.26,140,51,2
TGT001952,REP009,DRG002,FY2024-Q4,132392.76,281,58,10
TGT001953,REP009,DRG003,FY2021-Q1,63919.66,156,49,8
TGT001954,REP009,DRG003,FY2021-Q2,43863.34,163,44,5
TGT001955,REP009,DRG003,FY2021-Q3,36525.93,290,36,4
TGT001956,REP009,DRG003,FY2021-Q4,49578.53,138,29,9
TGT001957,REP009,DRG003,FY2022-Q1,65810.92,294,34,9
TGT001958,REP009,DRG003,FY2022-Q2,30010.6,128,41,5
TGT001959,REP009,DRG003,FY2022-Q3,32083.21,290,54,5
TGT001960,REP009,DRG003,FY2022-Q4,27341.56,174,32,6
TGT001961,REP009,DRG003,FY2023-Q1,58753.77,285,36,7
TGT001962,REP009,DRG003,FY2023-Q2,56821.73,89,47,5
TGT001963,REP009,DRG003,FY2023-Q3,17105.36,115,26,3
TGT001964,REP009,DRG003,FY2023-Q4,20346.66,129,54,7
TGT001965,REP009,DRG003,FY2024-Q1,53149.7,263,54,5
TGT001966,REP009,DRG003,FY2024-Q2,32669.13,112,32,3
TGT001967,REP009,DRG003,FY2024-Q3,18139.25,211,36,3
TGT001968,REP009,DRG003,FY2024-Q4,45753.98,185,44,3
TGT001969,REP009,DRG004,FY2021-Q1,155454.47,117,45,8
TGT001970,REP009,DRG004,FY2021-Q2,287394.15,226,42,8
TGT001971,REP009,DRG004,FY2021-Q3,243710,131,59,6
TGT001972,REP009,DRG004,FY2021-Q4,75967.76,67,50,3
TGT001973,REP009,DRG004,FY2022-Q1,125771.05,232,53,3
TGT001974,REP009,DRG004,FY2022-Q2,354858.65,274,28,9
TGT001975,REP009,DRG004,FY2022-Q3,219180.82,156,52,2
TGT001976,REP009,DRG004,FY2022-Q4,350448.76,127,37,6
TGT001977,REP009,DRG004,FY2023-Q1,85849.64,70,53,9
TGT001978,REP009,DRG004,FY2023-Q2,129061.32,131,36,8
TGT001979,REP009,DRG004,FY2023-Q3,270331.09,259,28,5
TGT001980,REP009,DRG004,FY2023-Q4,233370.64,248,51,9
TGT001981,REP009,DRG004,FY2024-Q1,393229.17,263,49,9
TGT001982,REP009,DRG004,FY2024-Q2,251960.32,176,50,6
TGT001983,REP009,DRG004,FY2024-Q3,301226.93,186,50,9
TGT001984,REP009,DRG004,FY2024-Q4,403003.03,241,48,6
TGT001985,REP009,DRG005,FY2021-Q1,87721.75,237,41,8
TGT001986,REP009,DRG005,FY2021-Q2,64017.15,141,20,2
TGT001987,REP009,DRG005,FY2021-Q3,155164.46,278,25,6
TGT001988,REP009,DRG005,FY2021-Q4,116878.86,88,59,5
TGT001989,REP009,DRG005,FY2022-Q1,131237.98,247,60,2
TGT001990,REP009,DRG005,FY2022-Q2,156506.12,206,57,4
TGT001991,REP009,DRG005,FY2022-Q3,127052.72,80,20,5
TGT001992,REP009,DRG005,FY2022-Q4,197355.97,189,34,9
TGT001993,REP009,DRG005,FY2023-Q1,82931.7,159,36,5
TGT001994,REP009,DRG005,FY2023-Q2,198986.89,255,26,9
TGT001995,REP009,DRG005,FY2023-Q3,65802.36,116,35,3
TGT001996,REP009,DRG005,FY2023-Q4,89211.06,291,22,10
TGT001997,REP009,DRG005,FY2024-Q1,200158.51,207,60,3
TGT001998,REP009,DRG005,FY2024-Q2,201209.2,220,44,10
TGT001999,REP009,DRG005,FY2024-Q3,225407.17,116,32,7
TGT002000,REP009,DRG005,FY2024-Q4,111231.77,175,40,4
TGT002001,REP009,DRG006,FY2021-Q1,103878.13,264,41,7
TGT002002,REP009,DRG006,FY2021-Q2,129698.77,171,30,2
TGT002003,REP009,DRG006,FY2021-Q3,100961.18,192,32,9
TGT002004,REP009,DRG006,FY2021-Q4,48170.79,151,46,8
TGT002005,REP009,DRG006,FY2022-Q1,57428.33,59,45,2
TGT002006,REP009,DRG006,FY2022-Q2,106851.23,136,41,5
TGT002007,REP009,DRG006,FY2022-Q3,44083.68,67,57,3
TGT002008,REP009,DRG006,FY2022-Q4,62709.29,80,39,6
TGT002009,REP009,DRG006,FY2023-Q1,98893.97,124,28,10
TGT002010,REP009,DRG006,FY2023-Q2,81518.54,172,39,3
TGT002011,REP009,DRG006,FY2023-Q3,93233.59,219,39,2
TGT002012,REP009,DRG006,FY2023-Q4,60565.54,286,21,7
TGT002013,REP009,DRG006,FY2024-Q1,42886.03,136,34,10
TGT002014,REP009,DRG006,FY2024-Q2,93250.27,208,41,9
TGT002015,REP009,DRG006,FY2024-Q3,90655.69,248,39,7
